0,075227673
0,02731339
0,022082818
0,01878305
0,016467211
0,014733107
0,013376334
0,012280435
0,011373548
0,010608618
0,009953388
0,009384919
0,008886403
0,00844521
0,008051651
0,007698151
0,007378699
0,007088455
0,006823475
0,00658051
0,006356857
0,006150248
0,005958763
0,005780767
0,005614857
0,005459821
0,005314609
0,005178304
0,0050501
0,00492929
0,004815248
0,004707417
0,004605301
0,004508457
0,004416488
0,004329035
0,004245776
0,004166418
0,004090697
0,00401837
0,003949219
0,003883043
0,003819656
0,003758892
0,003700595
0,003644621
0,00359084
0,003539129
0,003489377
0,003441478
0,003395336
0,003350861
0,003307968
0,003266581
0,003226625
0,003188033
0,003150741
0,00311469
0,003079823
0,003046088
0,003013436
0,00298182
0,002951198
0,002921527
0,002892769
0,002864887
0,002837848
0,002811617
0,002786166
0,002761463
0,002737483
0,002714198
0,002691583
0,002669616
0,002648273
0,002627534
0,002607378
0,002587786
0,002568739
0,002550221
0,002532214
0,002514704
0,002497674
0,00248111
0,002464999
0,002449327
0,002434083
0,002419253
0,002404827
0,002390794
0,002377143
0,002363865
0,002350949
0,002338387
0,002326169
0,002314289
0,002302736
0,002291505
0,002280587
0,002269976
0,002259664
0,002249645
0,002239914
0,002230464
0,00222129
0,002212385
0,002203746
0,002195366
0,002187242
0,002179369
0,002171742
0,002164357
0,002157211
0,002150299
0,002143618
0,002137165
0,002130936
0,002124928
0,002119138
0,002113564
0,002108202
0,00210305
0,002098107
0,002093369
0,002088834
0,002084501
0,002080367
0,002076431
0,002072692
0,002069147
0,002065796
0,002062637
0,00205967
0,002056892
0,002054303
0,002051903
0,00204969
0,002047664
0,002045825
0,002044172
0,002042706
0,002041425
0,00204033
0,002039421
0,002038698
0,002038162
0,002037813
0,002037651
0,002037677
0,002037892
0,002038298
0,002038894
0,002039682
0,002040663
0,002041839
0,002043212
0,002044782
0,002046553
0,002048525
0,002050701
0,002053083
0,002055673
0,002058475
0,00206149
0,002064723
0,002068175
0,002071851
0,002075753
0,002079886
0,002084253
0,002088859
0,002093707
0,002098803
0,002104151
0,002109756
0,002115624
0,00212176
0,002128171
0,002134862
0,00214184
0,002149113
0,002156687
0,00216457
0,002172771
0,002181298
0,002190159
0,002199365
0,002208926
0,002218852
0,002229154
0,002239844
0,002250935
0,002262439
0,002274372
0,002286746
0,002299578
0,002312885
0,002326684
0,002340993
0,002355833
0,002371223
0,002387187
0,002403747
0,00242093
0,002438761
0,00245727
0,002476487
0,002496445
0,002517178
0,002538725
0,002561125
0,002584422
0,002608662
0,002633895
0,002660177
0,002687564
0,00271612
0,002745915
0,002777023
0,002809524
0,002843508
0,002879072
0,002916322
0,002955375
0,002996359
0,003039416
0,003084703
0,003132396
0,003182688
0,003235798
0,003291969
0,003351477
0,003414633
0,003481792
0,003553357
0,003629795
0,003711641
0,003799521
0,003894166
0,003996438
0,004107363
0,004228176
0,004360374
0,004505797
0,004666736
0,004846088
0,005047586
0,005276138
0,005538361
0,005843451
0,006204674
0,006642091
0,007187971
0,007898774
0,00888586
0,010407837
